timestamp,open,high,low,close,volume
2024-07-19 19:00:00,117.9000,121.6000,117.8600,118.0000,378857
2024-07-19 18:00:00,118.0510,121.1500,117.3700,117.8800,481497
2024-07-19 17:00:00,117.9700,121.7730,117.9300,118.0800,2906225
2024-07-19 16:00:00,117.9900,125.7000,117.8100,117.9800,33902167
2024-07-19 15:00:00,118.2500,118.8500,117.7500,117.9900,33324688
2024-07-19 14:00:00,118.2000,119.2100,117.7000,118.2420,20351321
2024-07-19 13:00:00,118.8400,118.9400,117.3700,118.2050,22768245
2024-07-19 12:00:00,119.7800,119.9800,118.1600,118.8400,20980566
2024-07-19 11:00:00,119.7700,120.2700,118.7500,119.7900,25332805
2024-07-19 10:00:00,120.3600,120.7500,118.5900,119.7700,34571007
2024-07-19 09:00:00,121.0200,122.1200,117.9250,120.3600,31492521
2024-07-19 08:00:00,121.0100,122.2500,119.1030,121.0300,2735230
2024-07-19 07:00:00,120.5800,121.4700,120.2500,121.0200,693559
2024-07-19 06:00:00,120.0100,120.7500,119.9900,120.5600,273521
2024-07-19 05:00:00,120.3500,120.5800,119.5100,120.0400,384047
2024-07-19 04:00:00,119.8400,122.0500,119.1200,120.3400,747038
2024-07-18 19:00:00,121.9210,122.0700,121.8100,121.9400,474827
2024-07-18 18:00:00,121.9400,122.1200,121.6130,121.9200,552376
2024-07-18 17:00:00,121.9200,122.2800,113.3310,121.9000,1133716
2024-07-18 16:00:00,121.1100,122.4940,114.2020,121.9100,29764190
2024-07-18 15:00:00,120.3100,121.5000,118.9500,121.1100,40035561
2024-07-18 14:00:00,119.8700,120.8100,119.5000,120.3200,22795867
2024-07-18 13:00:00,120.7100,121.3800,118.0580,119.8590,31117377
2024-07-18 12:00:00,118.0450,120.7300,117.7400,120.7150,36046335
2024-07-18 11:00:00,118.8750,119.1000,116.5600,118.0400,50081605
2024-07-18 10:00:00,120.3950,121.8550,117.5800,118.8730,57925569
2024-07-18 09:00:00,121.5500,122.4000,118.8300,120.4100,51115040
2024-07-18 08:00:00,120.7000,123.5000,117.1400,121.5500,5630625
2024-07-18 07:00:00,120.7500,120.9900,120.2000,120.5100,1487338
2024-07-18 06:00:00,120.8700,121.1000,119.3500,120.7900,1153985
2024-07-18 05:00:00,121.9100,122.0000,120.2100,120.8200,929379
2024-07-18 04:00:00,120.9000,122.1500,120.3100,121.9000,1600000
2024-07-17 19:00:00,119.4500,119.6400,119.0300,119.2500,1260902
2024-07-17 18:00:00,118.3300,121.6500,117.9900,119.4410,2349988
2024-07-17 17:00:00,117.8200,127.9000,110.6520,118.3500,1830624
2024-07-17 16:00:00,117.8250,121.6900,117.4000,117.8000,54368152
2024-07-17 15:00:00,118.0250,121.7500,117.8000,117.8500,47196390
2024-07-17 14:00:00,118.0400,118.8590,117.5900,118.0210,28818157
2024-07-17 13:00:00,118.0200,119.3000,117.7110,118.0300,34262527
2024-07-17 12:00:00,119.2000,119.2800,116.7200,118.0200,56405626
2024-07-17 11:00:00,119.5600,120.0000,118.6000,119.1950,40478552
2024-07-17 10:00:00,119.8800,121.2900,118.1200,119.5580,77788627
2024-07-17 09:00:00,121.2000,128.2800,119.8560,119.8800,55425087
2024-07-17 08:00:00,122.0900,128.9250,120.5000,121.2000,6534681
2024-07-17 07:00:00,121.9400,122.4700,120.5000,121.1800,3457512
2024-07-17 06:00:00,122.3500,122.4000,121.5700,121.9300,832669
2024-07-17 05:00:00,122.4300,122.7800,122.1800,122.3500,606439
2024-07-17 04:00:00,122.4000,125.2800,119.1900,122.4300,2031976
2024-07-16 19:00:00,125.9500,126.1100,125.8500,125.9190,375688
2024-07-16 18:00:00,126.0000,126.0900,109.0840,125.9500,389364
2024-07-16 17:00:00,126.4000,126.4100,125.8300,126.0100,2385473
2024-07-16 16:00:00,126.3100,852.1950,66.5650,126.4100,31487734
2024-07-16 15:00:00,126.3700,126.6500,125.5200,126.3150,24901727
2024-07-16 14:00:00,125.8850,126.5700,125.2850,126.3700,21148792
2024-07-16 13:00:00,125.9600,126.3400,125.5300,125.8800,17103294
2024-07-16 12:00:00,126.6550,126.8700,125.1800,125.9660,23410029
2024-07-16 11:00:00,125.8700,126.9500,125.7400,126.6600,22020451
2024-07-16 10:00:00,126.1200,126.6500,124.5800,125.8650,47817605
2024-07-16 09:00:00,128.7600,129.0400,125.7500,126.1150,32838602
2024-07-16 08:00:00,128.4800,130.9600,127.4700,128.7700,1529275
2024-07-16 07:00:00,128.3300,128.8500,128.2500,128.4900,483730
2024-07-16 06:00:00,128.0700,128.4000,127.9900,128.3300,151470
2024-07-16 05:00:00,128.0400,128.4200,127.6800,128.0700,193606
2024-07-16 04:00:00,128.1500,128.8000,127.6100,128.0100,323559
2024-07-15 19:00:00,128.5700,128.6400,128.5200,128.6000,400973
2024-07-15 18:00:00,128.5010,128.6900,128.4810,128.5600,291142
2024-07-15 17:00:00,128.5300,1208.8800,128.4400,128.5010,2388618
2024-07-15 16:00:00,128.4500,131.2100,127.3370,128.4910,24481938
2024-07-15 15:00:00,128.0700,128.5000,127.1800,128.4200,24968143
2024-07-15 14:00:00,127.7600,128.3800,127.3800,128.0800,18666783
2024-07-15 13:00:00,128.7100,128.7440,127.5000,127.7520,20618467
2024-07-15 12:00:00,128.9400,130.5860,127.2600,128.7200,26082455
2024-07-15 11:00:00,129.8100,130.6900,128.4500,128.9350,27941166
2024-07-15 10:00:00,128.7700,130.8000,128.6300,129.8200,30153613
2024-07-15 09:00:00,130.8400,131.3900,127.8000,128.7800,36283418
2024-07-15 08:00:00,130.2500,131.5000,128.2000,130.8600,3049753
2024-07-15 07:00:00,130.1200,131.2500,130.0300,130.9000,1544954
2024-07-15 06:00:00,130.2000,130.3400,129.9300,130.1400,207718
2024-07-15 05:00:00,130.2600,130.3300,129.6400,130.2000,351501
2024-07-15 04:00:00,130.2400,131.0600,129.3600,130.2700,516265
2024-07-12 19:00:00,129.8100,129.9900,129.6400,129.9000,412156
2024-07-12 18:00:00,129.8200,129.8500,129.6800,129.8000,239392
2024-07-12 17:00:00,129.8110,163.0850,57.5870,129.7950,2127924
2024-07-12 16:00:00,129.1700,614.4000,57.5870,129.8100,31792218
2024-07-12 15:00:00,131.8700,131.8800,128.8400,129.1700,45408411
2024-07-12 14:00:00,131.0700,131.9200,130.8300,131.8800,20947104
2024-07-12 13:00:00,130.4300,131.3400,128.8100,131.0700,20328257
2024-07-12 12:00:00,129.7800,130.5500,129.3400,130.4300,21241618
2024-07-12 11:00:00,130.8200,131.0300,129.7100,129.8000,25456411
2024-07-12 10:00:00,129.9300,131.0500,128.0980,130.8300,45749262
2024-07-12 09:00:00,127.3900,130.0500,124.2840,129.9150,43567961
2024-07-12 08:00:00,128.0600,136.7400,125.0200,127.3610,4401042
2024-07-12 07:00:00,127.6400,128.1900,126.7400,128.0800,1371029
2024-07-12 06:00:00,128.2900,128.6700,127.3600,127.6400,457136
2024-07-12 05:00:00,128.2800,128.8900,128.0100,128.3000,663497
2024-07-12 04:00:00,126.6800,128.4400,126.2500,128.2800,817220
